"id","title","amount of children","num of people lives with","age","time living the same address","time in job","telephone","num of bank loans","num finished loans","income","EC-card holders","salary","salary+ec-cards","credit risk","running loans","region","requested cash","type of business","resident type","nationality","profession","transport","credit cards","good/bad"
"2811","H","0","2","51","168","288","2","2","1","3000","0","100000","4","1","3","2","700","Radio, TV, Hifi","Lease","German","Civil Service, M","Car","no credit cards","0"
"2812","H","2","4","27","6","12","1","2","0","1600","0","2500","2","1","1","0","500","Radio, TV, Hifi","Lease","Other European","Food,Building,Ca","Car","no credit cards","1"
"2813","H","1","3","38","144","66","2","1","1","3500","0","100000","4","1","3","3","1300","Cars","Lease","German","Others","Car","no credit cards","1"
"2814","H","0","2","59","336","336","2","2","1","2700","0","100000","4","1","1","4","1600","Radio, TV, Hifi","Lease","German","Pensioner","Car","no credit cards","0"
"2815","H","1","3","55","168","27","2","2","1","1600","0","2500","2","1","2","4","1500","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"2816","H","1","3","28","30","54","2","2","1","2500","0","2500","2","1","5","5","600","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2817","H","0","2","60","192","18","2","2","1","2200","0","2500","2","1","0","4","900","Furniture,Carpet","Lease","German","Civil Service, M","Car","no credit cards","0"
"2818","H","2","4","25","192","108","2","2","1","2800","0","100000","4","1","1","4","1000","Radio, TV, Hifi","Lease","Turkish","Food,Building,Ca","Car","no credit cards","1"
"2819","R","2","4","36","120","54","2","2","1","2400","1","2500","3","1","4","5","3000","Cars","Lease","German","Others","Car","Cheque card","0"
"2820","H","2","4","29","3","24","2","1","0","2400","0","2500","2","1","2","5","800","Radio, TV, Hifi","Lease","Greek","Others","Car","no credit cards","1"
"2821","H","0","2","21","120","9","2","2","0","2000","0","2500","2","1","2","3","1300","Cars","Lease","Turkish","Others","Car","no credit cards","1"
"2822","H","0","2","56","288","48","2","2","1","2400","0","2500","2","1","0","2","500","Radio, TV, Hifi","Lease","German","Pensioner","Car","no credit cards","1"
"2823","H","1","3","45","24","24","2","2","1","2400","0","2500","2","1","0","7","4000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2824","H","2","4","37","54","48","2","2","1","10000","0","100000","4","1","3","2","15000","Furniture,Carpet","Lease","German","State,Steel Ind,","Car","no credit cards","0"
"2825","R","0","2","22","30","72","2","2","1","1600","0","2500","2","1","1","8","1500","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"2826","H","1","3","26","96","15","2","1","0","2500","0","2500","2","1","2","5","2500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2827","H","0","2","52","36","84","2","2","1","3500","0","100000","4","1","2","3","3000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2828","H","1","3","35","54","48","2","2","1","3400","0","100000","4","1","2","0","1700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2829","H","0","2","30","9","84","2","2","1","3000","0","100000","4","1","1","0","1900","Furniture,Carpet","Lease","German","Civil Service, M","Car","no credit cards","1"
"2830","H","2","4","45","15","15","2","2","1","0","0","0","0","1","1","4","2000","Dept. Store,Mail","Lease","German","Others","Car","Mastercard/Euroc","0"
"2831","H","2","4","27","66","6","2","1","1","2100","0","2500","2","1","1","2","1500","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"2832","R","3","5","42","168","60","2","2","0","2500","0","2500","2","1","1","6","1800","Furniture,Carpet","Lease","German","Civil Service, M","Car","no credit cards","1"
"2833","H","0","2","29","12","39","2","1","1","2400","0","2500","2","2","0","2","1300","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"2834","R","1","3","23","18","36","2","2","1","2200","0","2500","2","1","0","4","1100","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","0"
"2835","H","1","3","26","24","84","2","2","1","2800","0","100000","4","3","0","4","1700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2836","H","2","4","35","168","168","2","2","1","10000","0","100000","4","1","2","7","5000","Radio, TV, Hifi","Owner","German","Food,Building,Ca","Car","no credit cards","0"
"2837","R","0","2","51","88","336","2","2","0","1500","0","2500","2","1","1","5","900","Radio, TV, Hifi","Owner","German","Others","Without Vehicle","no credit cards","0"
"2838","H","1","3","31","66","54","2","2","1","2800","0","100000","4","3","0","9","500","Radio, TV, Hifi","Lease","Turkish","Food,Building,Ca","Car","no credit cards","0"
"2839","H","1","3","28","36","144","2","2","1","3000","0","100000","4","1","1","4","800","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","0"
"2840","H","1","3","43","3","192","2","1","1","2500","0","2500","2","1","2","9","1300","Cars","Lease","German","Others","Without Vehicle","no credit cards","1"
"2841","H","2","4","33","108","27","2","2","1","0","1","0","1","1","2","3","2500","Radio, TV, Hifi","Lease","German","Self-employed pe","Car","Cheque card","1"
"2842","H","1","3","54","66","336","2","1","1","3100","1","100000","5","1","1","8","700","Radio, TV, Hifi","Owner","Italian","State,Steel Ind,","Car","Cheque card","0"
"2843","H","1","3","39","42","192","2","2","1","2800","0","100000","4","1","2","4","5000","Leisure","Lease","German","Others","Car","no credit cards","0"
"2844","H","2","4","24","240","108","1","2","1","4000","0","100000","4","1","4","5","500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2845","H","1","3","47","66","66","2","2","0","2500","0","2500","2","1","2","2","5000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2846","H","2","4","26","30","24","2","2","1","4000","0","100000","4","1","1","4","1800","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2847","H","1","3","56","88","60","2","1","1","2400","0","2500","2","1","2","2","1300","Radio, TV, Hifi","Owner","German","Others","Car","no credit cards","1"
"2848","H","1","3","41","144","240","2","2","0","3300","0","100000","4","3","0","3","1500","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"2849","H","1","3","39","60","48","2","2","1","0","0","0","0","1","4","2","2500","Furniture,Carpet","Lease","German","Food,Building,Ca","Car","Mastercard/Euroc","0"
"2850","R","0","2","56","30","288","1","2","0","2000","0","2500","2","1","1","0","1100","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","1"
"2851","R","3","5","27","54","39","1","2","1","2400","0","2500","2","1","2","0","1400","Radio, TV, Hifi","Lease","Turkish","Others","Without Vehicle","no credit cards","1"
"2852","H","2","4","39","120","120","2","2","1","3100","0","100000","4","1","5","4","500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2853","H","4","6","44","48","288","2","2","0","1700","0","2500","2","1","1","0","1700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2854","H","0","2","24","15","30","2","2","1","2500","0","2500","2","3","0","4","1600","Radio, TV, Hifi","Lease","Greek","Others","Car","no credit cards","1"
"2855","H","2","4","24","36","21","2","2","1","4000","0","100000","4","1","3","5","2500","Radio, TV, Hifi","Lease","German","Self-employed pe","Car","no credit cards","1"
"2856","H","1","3","43","30","192","2","2","1","3300","0","100000","4","1","2","3","500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2857","H","0","2","30","48","48","2","1","1","2200","0","2500","2","1","2","5","2500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2858","H","1","3","47","84","336","2","2","1","4000","0","100000","4","1","1","2","20000","Cars","Owner","German","Military Service","Car and Motor bi","no credit cards","0"
"2859","R","0","2","37","6","45","2","2","0","1500","0","2500","2","1","2","6","600","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2860","H","1","3","32","72","24","2","2","0","3200","0","100000","4","1","1","4","6000","Furniture,Carpet","Lease","German","Others","Without Vehicle","no credit cards","0"
"2861","H","2","4","37","6","39","2","2","0","2600","0","100000","4","1","4","3","6000","Cars","Lease","German","Others","Car","no credit cards","1"
"2862","H","2","4","26","15","39","2","1","1","5000","0","100000","4","1","2","2","1900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2863","H","3","5","32","96","120","2","1","1","4000","0","100000","4","1","3","4","1000","Radio, TV, Hifi","Lease","Other European","Others","Car","no credit cards","1"
"2864","R","3","5","41","6","84","1","1","1","2000","0","2500","2","1","1","4","1200","Radio, TV, Hifi","Lease","Turkish","Civil Service, M","Without Vehicle","no credit cards","1"
"2865","R","2","4","28","36","96","2","2","1","3300","0","100000","4","1","2","0","700","Radio, TV, Hifi","Lease","Turkish","Food,Building,Ca","Without Vehicle","no credit cards","0"
"2866","H","2","4","34","60","216","2","2","1","2700","0","100000","4","3","0","4","1000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2867","H","0","2","49","240","240","2","2","1","3500","0","100000","4","1","4","4","1200","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","0"
"2868","H","1","3","34","72","12","2","2","1","3200","0","100000","4","1","4","5","1700","Radio, TV, Hifi","Owner","German","Others","Car","no credit cards","0"
"2869","H","0","2","30","48","54","2","2","1","3000","0","100000","4","1","2","7","1800","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2870","H","1","3","31","36","144","2","2","1","2500","0","2500","2","1","3","3","2500","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2871","H","1","3","49","144","336","2","2","1","3000","0","100000","4","1","2","2","600","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2872","H","1","3","44","168","144","2","2","1","2500","0","2500","2","1","2","7","900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","1"
"2873","H","1","3","34","312","108","2","2","1","0","1","0","1","1","3","4","3000","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","1"
"2874","H","1","3","33","54","54","2","2","1","2700","0","100000","4","1","2","3","1200","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"2875","H","1","3","27","30","60","2","2","1","2300","0","2500","2","1","4","4","1000","Dept. Store,Mail","Lease","German","Others","Without Vehicle","no credit cards","1"
"2876","H","1","3","23","48","21","2","2","1","3000","0","100000","4","1","2","4","2000","Furniture,Carpet","Lease","German","Others","Car","no credit cards","0"
"2877","H","2","4","35","54","27","2","2","1","2700","0","100000","4","1","1","2","1100","Radio, TV, Hifi","Lease","German","Food,Building,Ca","Car","no credit cards","0"
"2878","R","3","5","25","36","45","2","2","1","3300","0","100000","4","1","3","8","4000","Cars","Lease","German","Civil Service, M","Car","no credit cards","1"
"2879","H","0","2","53","240","192","2","2","1","2900","0","100000","4","3","0","3","900","Furniture,Carpet","Lease","Yugoslav","Others","Car","no credit cards","0"
"2880","H","3","5","29","72","120","2","2","1","0","1","0","1","1","1","3","700","Cars","Lease","Turkish","Others","Without Vehicle","Cheque card","1"
"2881","H","1","3","27","42","84","2","2","1","3200","0","100000","4","1","1","2","6000","Cars","Owner","German","Military Service","Car","no credit cards","0"
"2882","H","0","2","52","84","72","2","2","1","3000","0","100000","4","1","3","2","1200","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2883","H","2","4","29","9","24","2","2","1","2700","0","100000","4","3","0","5","1000","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2884","H","4","6","36","120","240","2","1","1","4000","0","100000","4","1","3","0","900","Radio, TV, Hifi","Lease","Turkish","Civil Service, M","Car","no credit cards","1"
"2885","H","4","6","36","120","240","2","1","1","4000","0","100000","4","1","3","0","1300","Radio, TV, Hifi","Lease","Turkish","Civil Service, M","Car","no credit cards","1"
"2886","H","2","4","25","66","54","2","2","1","2800","0","100000","4","3","0","5","1000","Radio, TV, Hifi","Lease","Turkish","Others","Car","no credit cards","0"
"2887","H","2","4","34","88","168","2","2","1","3500","0","100000","4","1","1","7","1900","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2888","H","2","4","37","144","18","2","2","1","2500","0","2500","2","3","0","4","500","Dept. Store,Mail","Lease","German","Others","Car","no credit cards","1"
"2889","H","3","5","35","72","30","2","2","1","3100","0","100000","4","1","4","7","4000","Cars","Lease","Others","Others","Car","no credit cards","0"
"2890","H","2","4","30","18","120","2","2","1","3500","0","100000","4","1","3","4","2500","Leisure","Lease","German","Others","Car","no credit cards","0"
"2891","H","1","3","30","88","120","2","2","1","2500","0","2500","2","3","0","2","1300","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2892","H","0","2","44","18","21","2","2","1","4000","0","100000","4","1","1","5","4000","Leisure","Lease","German","Others","Car","no credit cards","0"
"2893","R","0","2","28","6","39","2","2","1","1500","0","2500","2","1","3","3","900","Radio, TV, Hifi","Lease","German","Others","Without Vehicle","no credit cards","1"
"2894","H","2","4","37","9","108","2","2","1","3000","0","100000","4","1","1","4","20000","Cars","Lease","German","Others","Car","no credit cards","0"
"2895","H","0","2","48","9","9","1","0","0","2200","0","2500","2","1","0","6","1500","Dept. Store,Mail","Lease","Others","Others","Without Vehicle","no credit cards","1"
"2896","H","2","4","42","264","192","2","2","0","2100","0","2500","2","1","3","3","1400","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"2897","H","0","2","33","72","54","2","2","1","3300","0","100000","4","1","1","0","1200","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2898","H","0","2","48","168","336","2","2","1","0","1","0","1","1","4","0","1200","Radio, TV, Hifi","Lease","German","Others","Car","Cheque card","0"
"2899","H","2","4","43","42","33","2","2","0","3500","0","100000","4","1","2","0","700","Radio, TV, Hifi","Lease","German","Others","Car","no credit cards","0"
"2900","H","1","3","38","96","27","2","2","1","2500","0","2500","2","1","2","4","800","Radio, TV, Hifi","Lease","Others","Others","Without Vehicle","no credit cards","1"
"2901","H","1","3","47","288","144","2","2","1","5000","0","100000","4","1","3","3","2500","Furniture,Carpet","Lease","German","Others","Car","no credit cards","1"
"2902","H","2","4","31","192","168","2","2","1","2400","0","2500","2","3","0","5","900","Radio, TV, Hifi","Lease","Turkish","State,Steel Ind,","Without Vehicle","no credit cards","0"
"2903","H","2","4","46","192","240","2","2","1","5000","0","100000","4","1","1","6","1400","Radio, TV, Hifi","Lease","Yugoslav","Others","Car","no credit cards","0"
